id,count
0,1
1,1
2,1
4,1
5,1
10,1
11,1
12,1
15,1
17,1
18,1
23,1
25,1
26,1
31,1
39,1
40,1
41,1
42,1
43,1
51,1
52,1
54,1
60,1
61,1
62,1
63,1
65,1
66,1
68,1
71,1
80,1
82,1
94,1
98,1
101,1
102,1
107,1
112,1
113,1
115,1
116,1
120,1
121,1
122,1
132,1
143,1
147,1
150,1
151,1
152,1
153,1
155,1
156,1
159,1
161,1
163,1
177,1
186,1
188,1
190,1
191,1
192,1
195,1
200,1
209,1
210,1
211,1
214,1
215,1
218,1
219,1
222,1
225,1
228,1
236,1
241,1
242,1
243,1
245,1
247,1
251,1
252,1
253,1
254,1
258,1
260,1
261,1
265,1
266,1
267,1
269,1
270,1
275,1
278,1
279,1
286,1
287,1
288,1
289,1
293,1
294,1
297,1
302,1
303,1
304,1
307,1
309,1
311,1
312,1
314,1
315,1
319,1
322,1
323,1
325,1
327,1
330,1
332,1
333,1
338,1
341,1
345,1
348,1
349,1
350,1
352,1
355,1
356,1
358,1
363,1
369,1
371,1
372,1
375,1
380,1
388,1
391,1
392,1
393,1
394,1
396,1
401,1
407,1
409,1
410,1
416,1
418,1
420,1
421,1
422,1
424,1
428,1
429,1
431,1
435,1
439,1
441,1
447,1
449,1
451,1
452,1
454,1
458,1
463,1
467,1
470,1
471,1
474,1
478,1
483,1
484,1
485,1
486,1
491,1
494,1
495,1
497,1
499,1
515,1
518,1
521,1
525,1
529,1
532,1
534,1
540,1
544,1
547,1
549,1
563,1
564,1
567,1
572,1
577,1
578,1
585,1
588,1
589,1
590,1
592,1
594,1
596,1
598,1
599,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
614,1
615,1
616,1
617,1
618,1
624,1
629,1
631,1
633,1
637,1
638,1
643,1
644,1
645,1
646,1
648,1
650,1
651,1
652,1
656,1
657,1
659,1
660,1
662,1
665,1
675,1
681,1
682,1
685,1
686,1
689,1
696,1
703,1
704,1
705,1
714,1
717,1
718,1
720,1
721,1
723,1
726,1
728,1
730,1
731,1
734,1
737,1
738,1
745,1
746,1
749,1
752,1
753,1
758,1
765,1
766,1
768,1
769,1
774,1
775,1
781,1
784,1
794,1
795,1
796,1
802,1
803,1
805,1
806,1
807,1
809,1
810,1
812,1
814,1
818,1
819,1
825,1
836,1
839,1
847,1
848,1
851,1
852,1
853,1
857,1
858,1
859,1
861,1
867,1
870,1
871,1
872,1
874,1
881,1
886,1
890,1
895,1
899,1
900,1
901,1
902,1
903,1
913,1
918,1
923,1
924,1
926,1
927,1
930,1
934,1
937,1
939,1
941,1
942,1
946,1
950,1
953,1
959,1
961,1
962,1
964,1
969,1
971,1
976,1
978,1
980,1
981,1
990,1
993,1
996,1
998,1
999,1
1006,1
1008,1
1013,1
1015,1
1016,1
1022,1
1026,1
1028,1
1031,1
1034,1
1037,1
1040,1
1042,1
1046,1
1048,1
1049,1
1050,1
1051,1
1052,1
1055,1
1060,1
1064,1
1066,1
1071,1
1073,1
1089,1
1091,1
1092,1
1093,1
1096,1
1097,1
1098,1
1099,1
1102,1
1107,1
1109,1
1111,1
1112,1
1114,1
1116,1
1117,1
1118,1
1122,1
1124,1
1127,1
1133,1
1134,1
1135,1
1139,1
1143,1
1150,1
1151,1
1153,1
1155,1
1162,1
1163,1
1166,1
1171,1
1172,1
1173,1
1174,1
1177,1
1178,1
1184,1
1185,1
1186,1
1187,1
1188,1
1191,1
1207,1
1213,1
1215,1
1223,1
1227,1
1236,1
1237,1
1238,1
1241,1
1248,1
1250,1
1251,1
1253,1
1255,1
1257,1
1261,1
1262,1
1265,1
1273,1
1277,1
1278,1
1280,1
1284,1
1285,1
1288,1
1295,1
1297,1
1299,1
1304,1
1308,1
1310,1
1311,1
1314,1
1315,1
1318,1
1320,1
1321,1
1322,1
1330,1
1333,1
1334,1
1341,1
1344,1
1351,1
1354,1
1356,1
1363,1
1365,1
1369,1
1373,1
1375,1
1377,1
1379,1
1380,1
1381,1
1384,1
1390,1
1393,1
1395,1
1399,1
1400,1
1401,1
1404,1
1408,1
1409,1
1413,1
1416,1
1418,1
1423,1
1424,1
1425,1
1433,1
1434,1
1436,1
1442,1
1444,1
1445,1
1452,1
1455,1
1462,1
1467,1
1472,1
1475,1
1493,1
1501,1
1503,1
1504,1
1505,1
1511,1
1512,1
1513,1
1514,1
1528,1
1533,1
1534,1
1536,1
1537,1
1539,1
1550,1
1552,1
1554,1
1555,1
1556,1
1559,1
1563,1
1566,1
1567,1
1568,1
1571,1
1572,1
1574,1
1577,1
1583,1
1585,1
1586,1
1587,1
1596,1
1602,1
1604,1
1605,1
1610,1
1611,1
1616,1
1617,1
1618,1
1622,1
1623,1
1628,1
1631,1
1632,1
1633,1
1634,1
1636,1
1637,1
1643,1
1644,1
1646,1
1648,1
1651,1
1656,1
1658,1
1659,1
1665,1
1666,1
1670,1
1674,1
1679,1
1680,1
1683,1
1686,1
1691,1
1693,1
1696,1
1697,1
1703,1
1706,1
1709,1
1710,1
1712,1
1713,1
1718,1
1719,1
1722,1
1723,1
1724,1
1728,1
1730,1
1732,1
1737,1
1745,1
1747,1
1748,1
1755,1
1759,1
1761,1
1764,1
1765,1
1766,1
1768,1
1770,1
1771,1
1774,1
1785,1
1788,1
1792,1
1794,1
1797,1
1798,1
1799,1
1802,1
1806,1
1808,1
1810,1
1818,1
1819,1
1820,1
1822,1
1826,1
1827,1
1835,1
1841,1
1842,1
1843,1
1846,1
1849,1
1850,1
1851,1
1857,1
1858,1
1860,1
1861,1
1864,1
1869,1
1871,1
1872,1
1875,1
1878,1
1879,1
1885,1
1888,1
1889,1
1890,1
1896,1
1897,1
1898,1
1900,1
1905,1
1908,1
1909,1
1913,1
1918,1
1922,1
1923,1
1925,1
1926,1
1927,1
1930,1
1935,1
1939,1
1942,1
1943,1
1948,1
1949,1
1951,1
1953,1
1959,1
1963,1
1967,1
1973,1
1975,1
1976,1
1990,1
1993,1
1997,1
1999,1
2001,1
2004,1
2010,1
2013,1
2017,1
2021,1
2023,1
2026,1
2037,1
2039,1
2041,1
2046,1
2050,1
2060,1
2067,1
2069,1
2072,1
2074,1
2079,1
2083,1
2085,1
2087,1
2093,1
2094,1
2097,1
2103,1
2104,1
2107,1
2108,1
2110,1
2115,1
2117,1
2125,1
2127,1
2133,1
2134,1
2135,1
2141,1
2143,1
2145,1
2146,1
2147,1
2148,1
2149,1
2165,1
2166,1
2177,1
