id,count
0,88.53
1,209.93
2,105.47
4,27.76
5,52.3
10,119.45
11,248.96
12,326.61
15,36.83
17,139.99
18,275.97
23,260.27
25,123.96
26,40.65
31,143.03
39,180.83
40,27.01
41,157.85
42,392.74
43,173.14
51,223.1
52,82.75
54,15.38
60,147.92
61,129.31
62,114.8
63,27.06
65,117.01
66,108.56
68,159.5
71,77.32
80,30.29
82,60.96
94,129.62
98,261.29
101,31.11
102,144.47
107,112.52
112,260.98
113,66.99
115,55.47
116,119.79
120,160.4
121,59.9
122,288.39
132,190.29
143,83.26
147,60.01
150,18.11
151,88.98
152,238.33
153,91.27
155,172.3
156,74.07
159,206.45
161,141.09
163,44.41
177,191.07
186,13.73
188,18.34
190,91.8
191,70.4
192,280.46
195,269.89
200,141.49
209,300.98
210,14.89
211,223.23
214,123.62
215,26.19
218,94.31
219,35.71
222,135.66
225,15.28
228,295.83
236,223.49
241,38.68
242,164.29
243,222.48
245,19.24
247,247.08
251,125.47
252,87.49
253,86.25
254,77.69
258,329.77
260,51.28
261,146.57
265,112.23
266,259.48
267,260.55
269,180.67
270,66.43
275,95.32
278,36.26
279,88.82
286,98.23
287,29.81
288,228.08
289,152.11
293,17.08
294,125.82
297,43.82
302,120.86
303,59.09
304,54.96
307,98.52
309,16.96
311,175.18
312,122.67
314,182.72
315,230.18
319,160.54
322,116.78
323,61.72
325,144.8
327,160.94
330,36.48
332,202.75
333,16.73
338,101.91
341,108.69
345,163.3
348,105.1
349,45.04
350,117.06
352,53.8
355,16.65
356,231.39
358,57.58
363,136.77
369,170.75
371,18.24
372,140.47
375,278.53
380,138.62
388,43.94
391,152.87
392,209.13
393,389.29
394,211.08
396,27.15
401,37.26
407,96.33
409,87.26
410,111.3
416,117.81
418,118.32
420,141.32
421,244.95
422,130.67
424,278.81
428,342.16
429,218.06
431,150.53
435,11.79
439,113.8
441,12.27
447,95.91
449,147.03
451,142.33
452,16.2
454,216.4
458,215.15
463,123.49
467,13.69
470,246.04
471,180.0
474,263.25
478,15.7
483,126.31
484,154.84
485,86.12
486,126.04
491,94.77
494,93.76
495,211.8
497,195.31
499,152.28
515,130.51
518,196.39
521,211.56
525,133.08
529,264.85
532,158.31
534,103.13
540,110.88
544,291.51
547,190.88
549,43.44
563,36.98
564,149.94
567,123.43
572,125.43
577,140.33
578,264.66
585,359.76
588,138.45
589,119.42
590,107.96
592,16.57
594,235.68
596,14.3
598,362.22
599,139.06
605,36.47
606,131.7
607,226.56
608,220.56
609,64.26
610,270.16
611,194.46
614,134.12
615,221.8
616,251.2
617,130.14
618,226.16
624,119.54
629,133.89
631,92.23
633,89.57
637,23.98
638,103.27
643,63.71
644,138.65
645,34.74
646,192.94
648,177.03
650,39.78
651,209.54
652,146.98
656,145.11
657,17.22
659,79.31
660,185.17
662,100.19
665,390.42
675,281.45
681,157.41
682,186.39
685,19.86
686,217.74
689,24.79
696,125.94
703,141.17
704,95.98
705,112.48
714,225.12
717,98.57
718,14.18
720,85.87
721,264.61
723,235.72
726,194.42
728,142.3
730,218.04
731,27.78
734,360.2
737,71.18
738,18.13
745,134.4
746,27.78
749,225.39
752,25.14
753,171.72
758,243.1
765,16.91
766,227.77
768,89.3
769,197.83
774,136.64
775,110.87
781,52.08
784,291.88
794,18.31
795,251.76
796,86.98
802,138.97
803,229.15
805,34.49
806,264.94
807,101.31
809,15.74
810,161.72
812,215.78
814,117.81
818,243.16
819,134.41
825,53.38
836,115.21
839,124.46
847,261.21
848,182.25
851,122.82
852,136.2
853,32.89
857,155.41
858,43.76
859,210.8
861,24.1
867,96.14
870,173.99
871,145.51
872,228.85
874,373.88
881,197.39
886,136.92
890,54.35
895,143.47
899,89.03
900,260.78
901,239.36
902,239.78
903,42.08
913,240.13
918,160.93
923,119.54
924,37.43
926,25.97
927,18.57
930,211.13
934,32.09
937,147.93
939,153.68
941,88.3
942,384.89
946,244.97
950,96.24
953,82.4
959,101.38
961,25.87
962,97.5
964,86.4
969,188.93
971,152.05
976,42.08
978,253.28
980,142.97
981,149.45
990,383.37
993,17.95
996,19.54
998,277.86
999,188.08
1006,123.6
1008,14.41
1013,31.47
1015,96.73
1016,123.3
1022,275.17
1026,208.39
1028,234.26
1031,62.82
1034,50.35
1037,187.0
1040,63.04
1042,18.35
1046,18.0
1048,100.14
1049,103.56
1050,66.74
1051,224.91
1052,234.23
1055,205.59
1060,157.69
1064,26.06
1066,68.12
1071,101.07
1073,14.29
1089,221.91
1091,111.51
1092,77.39
1093,232.29
1096,269.62
1097,210.31
1098,17.94
1099,39.87
1102,180.65
1107,97.65
1109,42.92
1111,172.21
1112,115.93
1114,287.42
1116,267.99
1117,122.12
1118,79.96
1122,145.61
1124,178.62
1127,121.19
1133,224.7
1134,36.06
1135,132.05
1139,253.75
1143,52.47
1150,120.71
1151,114.32
1153,257.3
1155,27.36
1162,25.35
1163,185.8
1166,20.65
1171,85.51
1172,14.81
1173,242.9
1174,76.11
1177,118.34
1178,132.95
1184,183.74
1185,111.97
1186,121.79
1187,160.55
1188,274.73
1191,141.64
1207,119.34
1213,44.83
1215,128.23
1223,171.31
1227,118.3
1236,53.94
1237,54.17
1238,18.55
1241,29.75
1248,15.95
1250,34.94
1251,157.1
1253,114.82
1255,99.36
1257,181.39
1261,118.36
1262,352.19
1265,124.14
1273,165.32
1277,230.96
1278,133.72
1280,113.54
1284,223.16
1285,295.4
1288,32.34
1295,115.92
1297,363.61
1299,249.89
1304,138.07
1308,42.95
1310,96.56
1311,133.83
1314,86.94
1315,111.08
1318,33.31
1320,284.23
1321,265.99
1322,231.79
1330,106.33
1333,165.67
1334,200.9
1341,132.57
1344,164.32
1351,244.39
1354,106.28
1356,54.08
1363,118.33
1365,138.81
1369,138.15
1373,112.09
1375,111.3
1377,89.4
1379,153.3
1380,243.72
1381,98.8
1384,179.19
1390,185.33
1393,234.27
1395,50.07
1399,343.7
1400,86.68
1401,193.77
1404,136.98
1408,12.51
1409,29.12
1413,223.7
1416,252.3
1418,99.29
1423,97.29
1424,26.59
1425,15.66
1433,258.12
1434,142.68
1436,346.2
1442,221.2
1444,86.64
1445,132.93
1452,247.67
1455,163.81
1462,60.51
1467,68.97
1472,43.97
1475,207.47
1493,121.81
1501,232.58
1503,268.42
1504,215.92
1505,14.96
1511,215.59
1512,51.35
1513,113.21
1514,38.65
1528,263.24
1533,238.36
1534,27.35
1536,137.06
1537,73.75
1539,228.05
1550,127.39
1552,211.14
1554,149.34
1555,376.32
1556,102.57
1559,34.8
1563,258.84
1566,151.26
1567,127.65
1568,26.37
1571,229.94
1572,17.59
1574,49.07
1577,17.39
1583,59.3
1585,31.57
1586,140.53
1587,201.72
1596,140.49
1602,36.23
1604,74.57
1605,33.89
1610,267.55
1611,91.71
1616,29.61
1617,96.91
1618,15.39
1622,44.67
1623,33.27
1628,277.82
1631,15.82
1632,189.9
1633,229.88
1634,278.31
1636,216.81
1637,103.37
1643,137.52
1644,103.74
1646,95.61
1648,207.95
1651,34.43
1656,19.58
1658,139.51
1659,17.02
1665,191.34
1666,144.62
1670,43.67
1674,146.15
1679,195.76
1680,211.34
1683,344.61
1686,26.45
1691,96.19
1693,36.35
1696,39.79
1697,98.49
1703,100.64
1706,26.98
1709,163.1
1710,89.0
1712,201.05
1713,131.41
1718,348.56
1719,178.19
1722,268.9
1723,126.74
1724,267.1
1728,60.55
1730,32.12
1732,29.17
1737,39.53
1745,90.58
1747,14.23
1748,13.0
1755,113.98
1759,16.55
1761,239.99
1764,226.98
1765,147.42
1766,91.51
1768,102.37
1770,29.86
1771,136.01
1774,98.02
1785,144.52
1788,195.8
1792,13.9
1794,222.44
1797,123.96
1798,14.4
1799,271.45
1802,99.42
1806,35.28
1808,82.01
1810,263.55
1818,146.18
1819,397.57
1820,276.86
1822,215.23
1826,213.8
1827,177.21
1835,18.78
1841,112.23
1842,141.11
1843,17.26
1846,45.23
1849,112.49
1850,202.66
1851,214.94
1857,53.18
1858,182.09
1860,96.32
1861,248.72
1864,113.96
1869,275.22
1871,59.47
1872,30.3
1875,17.36
1878,223.84
1879,233.74
1885,91.1
1888,95.73
1889,29.12
1890,94.8
1896,162.94
1897,171.49
1898,133.73
1900,101.01
1905,40.61
1908,119.61
1909,98.07
1913,67.04
1918,109.57
1922,288.94
1923,135.17
1925,237.26
1926,150.96
1927,249.3
1930,138.61
1935,60.41
1939,115.66
1942,97.77
1943,118.1
1948,254.23
1949,246.91
1951,111.05
1953,116.54
1959,127.84
1963,16.24
1967,125.22
1973,232.29
1975,26.0
1976,87.33
1990,114.48
1993,114.75
1997,212.22
1999,132.52
2001,321.66
2004,90.53
2010,96.81
2013,134.93
2017,283.6
2021,127.1
2023,175.49
2026,136.61
2037,30.34
2039,198.09
2041,17.36
2046,31.86
2050,17.59
2060,204.14
2067,103.2
2069,148.68
2072,243.99
2074,149.24
2079,111.36
2083,26.12
2085,213.22
2087,16.73
2093,138.44
2094,30.4
2097,37.4
2103,92.83
2104,50.67
2107,182.16
2108,18.79
2110,66.76
2115,191.44
2117,32.47
2125,269.75
2127,270.01
2133,15.22
2134,392.15
2135,122.77
2141,268.45
2143,34.92
2145,88.37
2146,28.55
2147,276.8
2148,56.8
2149,63.6
2165,122.21
2166,169.21
2177,221.72
