id,count
0,89.95
1,207.51
2,100.97
4,29.2
5,39.87
10,119.64
11,244.6
12,326.36
15,28.63
17,134.04
18,270.11
23,251.88
25,113.67
26,41.04
31,142.89
39,163.45
40,27.17
41,153.39
42,351.35
43,160.14
51,233.95
52,87.01
54,16.71
60,140.03
61,123.69
62,109.92
63,28.14
65,117.57
66,110.29
68,164.43
71,76.43
80,32.12
82,59.93
94,129.48
98,249.98
101,29.67
102,145.15
107,109.37
112,213.45
113,72.15
115,57.29
116,124.02
120,141.46
121,72.99
122,289.23
132,192.93
143,87.43
147,62.59
150,18.29
151,89.94
152,239.63
153,91.98
155,156.85
156,60.72
159,195.37
161,136.16
163,45.98
177,185.0
186,12.31
188,19.41
190,90.42
191,83.23
192,278.95
195,268.45
200,145.26
209,286.74
210,14.62
211,218.18
214,138.06
215,26.88
218,100.23
219,33.84
222,141.17
225,15.02
228,287.68
236,227.35
241,37.57
242,163.52
243,231.9
245,19.39
247,240.33
251,123.49
252,88.68
253,86.25
254,88.71
258,339.29
260,50.68
261,145.89
265,111.06
266,259.74
267,264.6
269,175.9
270,68.3
275,98.75
278,38.35
279,85.54
286,100.18
287,30.42
288,209.87
289,153.35
293,17.77
294,142.01
297,43.3
302,120.19
303,57.41
304,47.42
307,100.6
309,17.3
311,178.46
312,118.12
314,174.82
315,245.49
319,160.33
322,116.54
323,61.22
325,140.09
327,161.28
330,37.07
332,199.57
333,18.41
338,101.84
341,111.99
345,155.12
348,107.3
349,46.26
350,114.37
352,52.7
355,14.85
356,231.62
358,58.99
363,132.4
369,168.89
371,18.75
372,157.91
375,273.4
380,132.26
388,47.71
391,154.48
392,227.15
393,388.84
394,202.74
396,28.06
401,37.83
407,102.32
409,90.76
410,110.55
416,111.68
418,119.47
420,140.78
421,210.68
422,133.22
424,281.8
428,345.03
429,225.89
431,157.29
435,13.98
439,110.59
441,10.55
447,95.42
449,152.61
451,150.83
452,16.51
454,218.52
458,214.61
463,127.28
467,13.86
470,259.74
471,169.61
474,262.47
478,16.31
483,124.02
484,142.9
485,85.31
486,125.44
491,96.48
494,105.47
495,218.69
497,211.76
499,153.53
515,126.87
518,209.93
521,186.54
525,149.56
529,258.15
532,141.01
534,107.73
540,111.72
544,289.65
547,175.83
549,45.57
563,34.85
564,149.57
567,123.81
572,119.5
577,144.31
578,259.72
585,356.79
588,148.6
589,115.24
590,106.84
592,16.93
594,257.54
596,13.91
598,352.11
599,137.81
605,36.21
606,128.63
607,236.38
608,225.22
609,62.62
610,270.66
611,165.74
614,134.41
615,224.16
616,239.24
617,130.16
618,232.36
624,114.08
629,133.15
631,93.84
633,87.11
637,23.32
638,100.2
643,59.01
644,138.9
645,37.36
646,206.97
648,179.17
650,38.83
651,207.18
652,149.33
656,145.96
657,18.18
659,73.34
660,195.92
662,99.78
665,391.95
675,263.66
681,156.6
682,212.81
685,19.62
686,220.82
689,23.88
696,127.0
703,138.02
704,92.92
705,109.35
714,229.95
717,98.35
718,14.64
720,92.54
721,253.47
723,225.94
726,175.13
728,148.68
730,213.3
731,27.29
734,359.33
737,77.61
738,18.51
745,144.03
746,27.4
749,225.6
752,25.68
753,158.16
758,237.76
765,15.24
766,233.8
768,90.23
769,196.47
774,139.06
775,110.77
781,49.23
784,279.6
794,18.23
795,252.61
796,86.87
802,140.55
803,228.36
805,31.4
806,262.08
807,97.23
809,16.53
810,165.43
812,195.61
814,112.18
818,240.06
819,141.67
825,40.66
836,108.28
839,120.15
847,253.95
848,160.64
851,128.65
852,133.63
853,32.29
857,161.79
858,44.14
859,221.31
861,22.41
867,100.83
870,176.86
871,144.05
872,212.77
874,371.55
881,202.68
886,135.21
890,55.38
895,144.21
899,90.05
900,260.96
901,233.1
902,242.97
903,38.49
913,248.49
918,161.33
923,119.34
924,35.95
926,26.14
927,19.14
930,214.1
934,31.05
937,150.68
939,152.78
941,89.52
942,390.73
946,252.36
950,98.42
953,84.15
959,103.97
961,26.6
962,98.7
964,75.76
969,186.51
971,148.1
976,38.64
978,251.31
980,142.17
981,158.85
990,379.09
993,18.11
996,19.16
998,274.68
999,189.34
1006,122.06
1008,14.42
1013,31.74
1015,96.44
1016,122.57
1022,271.55
1026,204.76
1028,235.64
1031,66.31
1034,47.37
1037,195.47
1040,62.99
1042,18.02
1046,17.32
1048,98.43
1049,107.57
1050,66.19
1051,204.96
1052,235.62
1055,202.2
1060,154.73
1064,27.0
1066,72.75
1071,99.57
1073,13.57
1089,194.64
1091,104.55
1092,75.28
1093,225.89
1096,265.64
1097,221.68
1098,18.12
1099,36.33
1102,172.89
1107,98.7
1109,40.11
1111,156.88
1112,114.47
1114,282.05
1116,257.5
1117,117.36
1118,70.0
1122,150.96
1124,167.7
1127,121.98
1133,227.16
1134,37.5
1135,145.97
1139,257.23
1143,49.87
1150,113.38
1151,113.09
1153,268.96
1155,27.96
1162,27.44
1163,199.49
1166,23.75
1171,84.98
1172,15.23
1173,238.49
1174,64.65
1177,116.67
1178,144.29
1184,171.56
1185,105.95
1186,122.08
1187,174.3
1188,271.23
1191,139.58
1207,118.31
1213,47.83
1215,124.83
1223,175.72
1227,118.13
1236,49.56
1237,56.17
1238,17.8
1241,28.89
1248,17.21
1250,34.23
1251,153.24
1253,110.48
1255,99.44
1257,165.39
1261,114.42
1262,343.96
1265,130.93
1273,168.96
1277,235.84
1278,128.0
1280,106.28
1284,215.73
1285,283.02
1288,33.21
1295,114.78
1297,360.85
1299,247.09
1304,141.2
1308,45.0
1310,95.1
1311,130.53
1314,89.85
1315,106.85
1318,33.06
1320,280.86
1321,257.84
1322,227.18
1330,111.29
1333,164.54
1334,203.62
1341,126.36
1344,155.7
1351,234.91
1354,108.81
1356,53.58
1363,118.23
1365,139.16
1369,137.68
1373,108.57
1375,109.28
1377,88.35
1379,127.44
1380,247.34
1381,105.01
1384,171.87
1390,182.19
1393,236.8
1395,49.85
1399,332.49
1400,97.24
1401,158.3
1404,139.11
1408,14.77
1409,30.99
1413,225.16
1416,253.64
1418,99.33
1423,99.22
1424,26.03
1425,15.97
1433,249.16
1434,143.11
1436,344.13
1442,233.46
1444,87.84
1445,131.09
1452,206.18
1455,163.0
1462,61.0
1467,79.96
1472,46.38
1475,187.77
1493,115.83
1501,229.5
1503,263.75
1504,217.38
1505,15.15
1511,207.36
1512,50.75
1513,120.26
1514,37.94
1528,239.07
1533,238.47
1534,27.91
1536,137.53
1537,76.6
1539,216.08
1550,129.15
1552,207.26
1554,144.12
1555,373.06
1556,105.21
1559,34.28
1563,248.62
1566,147.63
1567,140.43
1568,26.48
1571,230.08
1572,18.56
1574,44.56
1577,16.83
1583,58.47
1585,32.19
1586,139.58
1587,203.92
1596,142.49
1602,33.19
1604,77.8
1605,32.6
1610,267.19
1611,93.34
1616,31.13
1617,96.9
1618,15.66
1622,46.65
1623,30.17
1628,281.36
1631,16.9
1632,191.05
1633,236.6
1634,281.38
1636,212.99
1637,102.69
1643,129.87
1644,99.35
1646,94.9
1648,208.58
1651,33.72
1656,20.27
1658,135.39
1659,17.94
1665,168.76
1666,140.86
1670,40.95
1674,139.45
1679,191.44
1680,214.43
1683,337.15
1686,28.08
1691,98.49
1693,36.75
1696,38.34
1697,97.1
1703,95.44
1706,27.26
1709,167.23
1710,88.73
1712,206.66
1713,123.9
1718,345.38
1719,179.01
1722,266.94
1723,125.68
1724,261.05
1728,62.65
1730,31.6
1732,29.09
1737,41.52
1745,90.44
1747,13.91
1748,12.54
1755,108.64
1759,16.83
1761,249.04
1764,231.95
1765,139.91
1766,90.82
1768,103.09
1770,31.71
1771,136.81
1774,96.75
1785,140.78
1788,188.23
1792,14.93
1794,230.84
1797,124.27
1798,15.42
1799,271.16
1802,101.8
1806,34.27
1808,82.92
1810,255.19
1818,126.17
1819,398.83
1820,279.3
1822,223.16
1826,214.32
1827,191.39
1835,18.1
1841,116.54
1842,155.08
1843,17.31
1846,46.19
1849,95.8
1850,196.94
1851,190.8
1857,53.01
1858,186.58
1860,97.75
1861,240.68
1864,118.64
1869,273.66
1871,61.29
1872,25.93
1875,17.61
1878,224.23
1879,234.48
1885,92.5
1888,104.8
1889,28.35
1890,92.44
1896,154.45
1897,160.38
1898,128.32
1900,108.44
1905,37.89
1908,123.12
1909,96.36
1913,72.25
1918,108.03
1922,286.64
1923,127.47
1925,246.17
1926,142.25
1927,249.0
1930,139.68
1935,58.43
1939,112.73
1942,96.59
1943,121.36
1948,256.64
1949,245.45
1951,108.44
1953,117.09
1959,125.83
1963,16.51
1967,126.21
1973,236.97
1975,27.81
1976,89.1
1990,115.51
1993,111.21
1997,208.2
1999,123.7
2001,324.75
2004,91.26
2010,99.22
2013,130.02
2017,281.62
2021,116.51
2023,165.63
2026,136.13
2037,27.94
2039,212.34
2041,17.08
2046,32.83
2050,17.7
2060,212.3
2067,101.69
2069,147.71
2072,254.59
2074,162.43
2079,115.4
2083,25.7
2085,196.8
2087,15.8
2093,139.86
2094,31.14
2097,35.12
2103,93.07
2104,50.69
2107,177.25
2108,20.33
2110,78.21
2115,192.3
2117,31.52
2125,265.38
2127,259.62
2133,16.1
2134,395.75
2135,119.23
2141,253.88
2143,32.31
2145,86.96
2146,29.88
2147,292.63
2148,57.57
2149,66.96
2165,117.83
2166,161.55
2177,208.8
